Date,Open,High,Low,Close,Volume
2016-02-19,31.680000,31.930801,31.614001,31.693200,205170360
2016-02-22,31.782299,31.977001,31.653599,31.970399,198828640
2016-02-23,31.812001,31.845000,31.201501,31.247701,185267080
2016-02-24,31.013401,31.805399,30.795600,31.712999,210283060
2016-02-25,31.696501,31.930801,31.432500,31.930801,159979660
2016-02-26,32.075999,32.346599,31.871401,31.980301,168148380
2016-02-29,31.963800,32.415901,31.894501,31.907701,204254540
2016-03-01,32.224501,33.254099,32.148599,33.174900,292361180
2016-03-02,33.168301,33.293700,32.881200,33.247500,192383680
2016-03-03,33.191401,33.564300,33.148499,33.495000,214343060
2016-03-04,33.782101,34.237500,33.452101,33.993301,267119580
2016-03-07,33.788700,33.933901,33.316800,33.617101,207807620
2016-03-08,33.257400,33.580801,33.132001,33.339900,183059020
2016-03-09,33.432299,33.521401,33.089099,33.369601,157769860
2016-03-10,33.465301,33.739199,33.049501,33.386099,194378880
2016-03-11,33.739199,33.752400,33.495000,33.745801,158967560
2016-03-14,33.630301,33.960301,33.587400,33.831599,145441380
2016-03-15,34.306800,34.709400,34.270499,34.511401,232392660
2016-03-16,34.521300,35.082299,34.514699,34.970100,222160300
2016-03-17,34.821599,35.135100,34.636800,34.914001,199640060
2016-03-18,35.092199,35.145000,34.712701,34.953599,256390160
2016-03-21,34.956900,35.524501,34.696200,34.950301,205915660
2016-03-22,34.732500,35.405700,34.719300,35.217600,188177520
2016-03-23,35.138401,35.333100,34.947001,35.022899,149080300
2016-03-24,34.805100,35.062500,34.613700,34.871099,151571400
2016-03-28,34.980000,35.042701,34.669799,34.712701,112586120
2016-03-29,34.613700,35.570700,34.610399,35.534400,180902580
2016-03-30,35.854501,36.438599,35.837999,36.154799,264486380
2016-03-31,36.207600,36.267001,35.930399,35.966699,150152720
2016-04-01,35.897400,36.300000,35.705999,36.296699,150069200
2016-04-04,36.438599,37.022701,36.389099,36.669601,216665960
2016-04-05,36.138301,36.540901,36.108599,36.237299,154156460
2016-04-06,36.375901,36.623401,36.035999,36.616800,153143780
2016-04-07,36.283499,36.438599,35.679601,35.818200,184451020
2016-04-08,35.940301,36.224099,35.696099,35.857801,136773860
2016-04-11,35.960100,36.501300,35.913901,35.976599,170563500
2016-04-12,36.082199,36.465000,35.857801,36.445201,157947340
2016-04-13,36.564001,37.072199,36.564001,36.973200,192892340
2016-04-14,36.834601,37.088700,36.738901,36.992999,147748620
2016-04-15,36.996300,37.059001,36.210901,36.250499,272246200
2016-04-18,35.933700,35.953499,35.290201,35.468401,352764700
2016-04-19,35.600399,35.640000,35.055901,35.280301,187832420
2016-04-20,35.191200,35.669699,34.999799,35.352899,177543800
2016-04-21,35.286900,35.286900,34.821599,34.970100,183004500
2016-04-22,34.653301,35.138401,34.524601,34.874400,195361980
2016-04-25,34.650000,34.864501,34.488301,34.676401,162583280
2016-04-26,34.290301,34.749001,34.290301,34.435499,324893960
2016-04-27,31.680000,32.574300,31.574400,32.280600,664692180
2016-04-28,32.211300,32.300399,31.102500,31.293901,477007660
2016-04-29,31.016699,31.257600,30.528301,30.934199,397482700
2016-05-02,31.010100,31.046401,30.492001,30.901200,279328580
2016-05-03,31.085999,31.594199,30.914400,31.409400,329621540
2016-05-04,31.415999,31.647001,30.960600,31.082701,237947900
2016-05-05,31.020000,31.043100,30.584400,30.769199,208164900
2016-05-06,30.812101,30.838499,30.310499,30.597600,253459420
2016-05-09,30.690000,30.944099,30.554699,30.620700,191031120
2016-05-10,30.798901,30.878100,30.396300,30.828599,195383440
2016-05-11,30.848401,30.878100,30.511800,30.528301,166570780
2016-05-12,30.597600,30.617400,29.525100,29.812199,442625260
2016-05-13,29.700000,30.251099,29.700000,29.871599,257478240
2016-05-16,30.488700,31.148700,30.244501,30.980399,355306840
2016-05-17,31.201501,31.250999,30.693301,30.851699,272118020
2016-05-18,31.072801,31.419300,30.983700,31.204799,243961920
2016-05-19,31.231200,31.231200,30.878100,31.085999,176564180
2016-05-20,31.231200,31.491900,31.191599,31.422600,185750800
2016-05-23,31.637101,32.072701,31.571099,31.821900,220507880
2016-05-24,32.082600,32.369699,31.957199,32.307001,203813160
2016-05-25,32.561099,32.914199,32.376300,32.874601,221379040
2016-05-26,32.894400,33.240901,32.551200,33.135301,326720960
2016-05-27,32.815201,33.155100,32.752500,33.115499,210778960
2016-05-31,32.867999,33.132001,32.610600,32.953800,245381760
2016-06-01,32.676599,32.848200,32.448901,32.491800,169205140
2016-06-02,32.207999,32.287199,31.887899,32.247600,233111280
2016-06-03,32.270700,32.429099,32.158499,32.313599,165328420
2016-06-06,32.336699,33.623700,32.191501,32.547899,135096500
2016-06-07,32.752500,32.957101,32.656800,32.679900,129975100
2016-06-08,32.676599,32.854799,32.564400,32.650201,120918980
2016-06-09,32.505000,32.996699,32.491800,32.884501,154288120
2016-06-10,32.514900,32.785499,32.498401,32.613901,183934820
2016-06-13,32.567701,32.709601,32.042999,32.122199,220518900
2016-06-14,32.115600,32.498401,31.927500,32.161800,185205020
2016-06-15,32.280600,32.475301,32.019900,32.056200,170782160
2016-06-16,31.828499,32.257500,31.703100,32.191501,181695440
2016-06-17,31.884601,31.894501,31.449001,31.458901,353847560
2016-06-20,31.680000,31.868100,31.359900,31.382999,199589020
2016-06-21,31.330201,31.795499,31.244400,31.650301,206169120
2016-06-22,31.762500,31.973700,31.465499,31.531501,169470780
2016-06-23,31.660201,31.775700,31.432500,31.712999,186993160
2016-06-24,30.660301,31.237801,30.574501,30.822001,436806120
2016-06-27,30.690000,30.706501,30.195000,30.373200,263839680
2016-06-28,30.657001,30.907801,30.406200,30.884699,234580420
2016-06-29,31.010100,31.201501,30.897899,31.152001,211879800
2016-06-30,31.165201,31.604099,31.119001,31.547999,207851120
2016-07-01,31.511699,31.835100,31.458901,31.643700,150953700
2016-07-05,31.478700,31.482001,31.171800,31.346699,160690160
2016-07-06,31.217999,31.567801,31.142101,31.524900,179504780
2016-07-07,31.580999,31.845000,31.554601,31.660201,145809680
2016-07-08,31.841699,31.973700,31.696501,31.904400,167690180
2016-07-11,31.927500,32.224501,31.920901,32.003401,138010420
2016-07-12,32.066099,32.240999,32.049601,32.148599,140171500
