Date,Open,High,Low,Close,Volume
2016-02-19,13.920000,14.030200,13.891000,13.925800,172626096
2016-02-22,13.964950,14.050500,13.908400,14.047600,167290304
2016-02-23,13.978000,13.992500,13.709750,13.730050,155879888
2016-02-24,13.627100,13.975100,13.531400,13.934500,176927816
2016-02-25,13.927250,14.030200,13.811250,14.030200,134603576
2016-02-26,14.094000,14.212900,14.004100,14.051951,141476568
2016-02-29,14.044700,14.243350,14.014250,14.020050,171855544
2016-03-01,14.159250,14.611650,14.125900,14.576850,245986648
2016-03-02,14.573950,14.629050,14.447800,14.608750,161867648
2016-03-03,14.584100,14.747950,14.565250,14.717500,180343816
2016-03-04,14.843650,15.043750,14.698650,14.936450,224748888
2016-03-07,14.846550,14.910350,14.639200,14.771150,174845032
2016-03-08,14.613100,14.755200,14.558000,14.649350,154022072
2016-03-09,14.689950,14.729100,14.539150,14.662400,132744296
2016-03-10,14.704451,14.824800,14.521750,14.669650,163546368
2016-03-11,14.824800,14.830600,14.717500,14.827700,133752016
2016-03-14,14.776951,14.921951,14.758100,14.865400,122371368
2016-03-15,15.074200,15.251100,15.058250,15.164100,195530376
2016-03-16,15.168450,15.414950,15.165549,15.365650,186921080
2016-03-17,15.300400,15.438150,15.219200,15.341000,167973016
2016-03-18,15.419299,15.442500,15.252550,15.358400,215721376
2016-03-21,15.359850,15.609250,15.245300,15.356951,173253176
2016-03-22,15.261250,15.557050,15.255450,15.474400,158328672
2016-03-23,15.439600,15.525150,15.355500,15.388850,125433080
2016-03-24,15.293150,15.406250,15.209050,15.322150,127529040
2016-03-28,15.370000,15.397550,15.233700,15.252550,94727632
2016-03-29,15.209050,15.629550,15.207600,15.613600,152207688
2016-03-30,15.754250,16.010900,15.747000,15.886200,222533368
2016-03-31,15.909400,15.935500,15.787600,15.803550,126335392
2016-04-01,15.773100,15.950000,15.689000,15.948550,126265120
2016-04-04,16.010900,16.267550,15.989150,16.112400,182298256
2016-04-05,15.878950,16.055850,15.865900,15.922450,129704056
2016-04-06,15.983350,16.092100,15.834000,16.089200,128852008
2016-04-07,15.942750,16.010900,15.677400,15.738300,155193272
2016-04-08,15.791951,15.916650,15.684650,15.755701,115078696
2016-04-11,15.800650,16.038450,15.780350,15.807900,143508600
2016-04-12,15.854299,16.022500,15.755701,16.013800,132893624
2016-04-13,16.066000,16.289299,16.066000,16.245800,162295624
2016-04-14,16.184900,16.296550,16.142850,16.254500,124312632
2016-04-15,16.255950,16.283500,15.910850,15.928250,229062320
2016-04-18,15.789050,15.797750,15.506300,15.584600,296808920
2016-04-19,15.642600,15.660000,15.403350,15.501951,158038312
2016-04-20,15.462800,15.673049,15.378700,15.533850,149381680
2016-04-21,15.504850,15.504850,15.300400,15.365650,153976200
2016-04-22,15.226450,15.439600,15.169900,15.323600,164373528
2016-04-25,15.225000,15.319250,15.153950,15.236600,136794208
2016-04-26,15.066951,15.268500,15.066951,15.130750,273359056
2016-04-27,13.920000,14.312950,13.873600,14.183900,559258248
2016-04-28,14.153450,14.192600,13.666250,13.750350,401344376
2016-04-29,13.628550,13.734400,13.413950,13.592300,334433720
2016-05-02,13.625650,13.641600,13.398000,13.577800,235021288
2016-05-03,13.659000,13.882300,13.583600,13.801100,277336744
2016-05-04,13.804000,13.905500,13.603900,13.657550,200204440
2016-05-05,13.630000,13.640150,13.438600,13.519800,175145640
2016-05-06,13.538650,13.550250,13.318250,13.444400,213255512
2016-05-09,13.485000,13.596650,13.425549,13.454550,160729632
2016-05-10,13.532850,13.567650,13.355950,13.545900,164391584
2016-05-11,13.554600,13.567650,13.406700,13.413950,140149208
2016-05-12,13.444400,13.453100,12.973150,13.099299,372415736
2016-05-13,13.050000,13.292150,13.050000,13.125400,216636864
2016-05-16,13.396550,13.686550,13.289250,13.612600,298947824
2016-05-17,13.709750,13.731500,13.486450,13.556050,228954472
2016-05-18,13.653201,13.805450,13.614050,13.711200,205264512
2016-05-19,13.722800,13.722800,13.567650,13.659000,148557448
2016-05-20,13.722800,13.837350,13.705400,13.806900,156286880
2016-05-23,13.901150,14.092550,13.872150,13.982350,185530768
2016-05-24,14.096900,14.223049,14.041799,14.195500,171484176
2016-05-25,14.307150,14.462300,14.225950,14.444900,186263744
2016-05-26,14.453600,14.605850,14.302800,14.559451,274896256
2016-05-27,14.418800,14.568150,14.391250,14.550750,177345056
2016-05-31,14.442000,14.558000,14.328900,14.479700,206459136
2016-06-01,14.357900,14.433300,14.257850,14.276700,142365704
2016-06-02,14.152000,14.186799,14.011350,14.169400,196135008
2016-06-03,14.179550,14.249150,14.130250,14.198400,139103912
2016-06-06,14.208550,14.774050,14.144750,14.301350,113667400
2016-06-07,14.391250,14.481150,14.349200,14.359350,109358360
2016-06-08,14.357900,14.436200,14.308600,14.346300,101738728
2016-06-09,14.282500,14.498550,14.276700,14.449250,129814832
2016-06-10,14.286850,14.405750,14.279600,14.330350,154758952
2016-06-13,14.310050,14.372400,14.079500,14.114299,185540040
2016-06-14,14.111400,14.279600,14.028750,14.131700,155827672
2016-06-15,14.183900,14.269451,14.069350,14.085300,143692576
2016-06-16,13.985250,14.173750,13.930150,14.144750,152874784
2016-06-17,14.009900,14.014250,13.818500,13.822850,297720016
2016-06-20,13.920000,14.002650,13.779350,13.789500,167930072
2016-06-21,13.766300,13.970750,13.728600,13.906951,173466432
2016-06-22,13.956250,14.049050,13.825750,13.854750,142589208
2016-06-23,13.911300,13.962050,13.811250,13.934500,157332176
2016-06-24,13.471951,13.725701,13.434250,13.543000,367519632
2016-06-27,13.485000,13.492250,13.267500,13.345800,221989248
2016-06-28,13.470500,13.580701,13.360300,13.570549,197371112
2016-06-29,13.625650,13.709750,13.576350,13.688000,178271280
2016-06-30,13.693800,13.886650,13.673500,13.862000,174881632
2016-07-01,13.846050,13.988150,13.822850,13.904050,127009320
2016-07-05,13.831550,13.833000,13.696700,13.773550,135201376
2016-07-06,13.717000,13.870701,13.683650,13.851850,151031608
2016-07-07,13.876500,13.992500,13.864900,13.911300,122681248
2016-07-08,13.991050,14.049050,13.927250,14.018600,141091048
2016-07-11,14.028750,14.159250,14.025850,14.062100,116119112
2016-07-12,14.089650,14.166500,14.082400,14.125900,117937400
2016-07-13,14.124451,14.162150,14.041799,14.046150,126353936
2016-07-14,14.121550,14.353550,14.111400,14.324550,189924720
2016-07-15,14.343400,14.398500,14.282500,14.323100,147068560
2016-07-18,14.311500,14.518850,14.297000,14.475350,178090232
2016-07-19,14.436200,14.500000,14.404299,14.481150,116045912
2016-07-20,14.500000,14.566700,14.462300,14.494200,128226880
2016-07-21,14.475350,14.645000,14.373850,14.417350,159585760
2016-07-22,14.392700,14.398500,14.254950,14.305701,138170856
2016-07-25,14.246250,14.331799,14.053400,14.114299,197068552
2016-07-26,14.038900,14.205650,13.980900,14.017150,274450224
2016-07-27,15.119150,15.130750,14.898750,14.927750,450642624
2016-07-28,14.910350,15.145250,14.908900,15.129299,194564624
2016-07-29,15.107550,15.159750,15.033600,15.110450,135340456
2016-08-01,15.139451,15.391750,15.139451,15.377250,186259352
2016-08-02,15.377250,15.380150,15.080000,15.149600,165025008
2016-08-03,15.197450,15.346799,15.191650,15.339550,147388688
2016-08-04,15.309100,15.370000,15.265600,15.351150,133754456
2016-08-05,15.409150,15.609250,15.396100,15.584600,197900592
2016-08-08,15.590400,15.713650,15.538201,15.713650,136821536
2016-08-09,15.693350,15.796300,15.661450,15.777450,128418176
2016-08-10,15.762950,15.790500,15.625200,15.660000,117161480
2016-08-11,15.735400,15.794850,15.638250,15.649850,134124360
2016-08-12,15.628100,15.723800,15.628100,15.686100,91062752
2016-08-15,15.680300,15.883300,15.671600,15.874600,126236816
2016-08-16,15.896350,15.983350,15.835450,15.860100,164916672
2016-08-17,15.819500,15.858650,15.709299,15.836900,123737280
